"Gender","Age","Education","Income","Income2","Occupation","State","Relationship.Status","Obligation","Obligation2","NEP","Vacation.Behaviour","rest and relax","luxury / be spoilt","do sports","excitement, a challenge","not exceed planned budget","realise creativity","fun and entertainment","good company","health and beauty","free-and-easy-going","entertainment facilities","not care about prices","life style of the local people","intense experience of nature","cosiness/familiar atmosphere","maintain unspoilt surroundings","everything organised","unspoilt nature/natural landscape","cultural offers","change of surroundings"
"Female",55,2,"$60,001 to $90,000","60-90k","Clerical or service worker","NSW","separated or divorced",3.73333333333333,"Q2",3.8,2.68421052631579,"yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no"
"Female",41,6,"$30,001 to $60,000","30-60k","professional","NSW","living with a partner",3.96666666666667,"Q3",3.66666666666667,3.19230769230769,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no"
"Female",55,2,NA,NA,NA,"NSW","separated or divorced",3.73333333333333,"Q2",4,NA,"yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","no"
"Female",58,3,"$120,001 to $150,000",">120k","home-duties","VIC","married",3.73333333333333,"Q2",3.93333333333333,3.77777777777778,"yes","yes","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no"
"Female",55,NA,"$150,001 to $180,000",">120k","professional","NSW","married",3.73333333333333,"Q2",3.06666666666667,4.13333333333333,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",29,6,"$30,001 to $60,000","30-60k","manager or administrator","SA","living with a partner",4.73333333333333,"Q4",4.6,3.75862068965517,"yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","yes","no","no","no","no","yes","yes"
"Male",59,8,"Less than $30,000","<30k","professional","NT","single",3.36666666666667,"Q1",4.26666666666667,3.13333333333333,"yes","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes"
"Male",44,3,"$60,001 to $90,000","60-90k","professional","WA","married",4.2,"Q3",3.6,3.8125,"yes","no","no","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes"
"Male",39,3,"Less than $30,000","<30k","professional","QLD","living with a partner",3.86666666666667,"Q3",4.93333333333333,3.22222222222222,"yes","no","no","no","yes","yes","yes","yes","no","yes","no","no","yes","yes","yes","no","no","no","yes","no"
"Female",40,2,"Less than $30,000","<30k","home-duties","QLD","separated or divorced",2.6,"Q1",2.6,1.91304347826087,"yes","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes"
"Female",61,2,NA,NA,"home-duties","NSW","married",4.33333333333333,"Q4",3.6,4.44444444444444,"no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes"
"Female",19,7,"$30,001 to $60,000","30-60k","unemployed","WA","single",2.6,"Q1",3.2,2.3,"yes","yes","no","yes","yes","no","yes","no","yes","yes","yes","yes","yes","no","no","no","no","no","yes","yes"
"Male",28,7,"$60,001 to $90,000","60-90k","professional","NSW","single",4.7,"Q4",3.46666666666667,4.03333333333333,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Female",46,7,"$90,001 to $120,000","90-120k","manager or administrator","NSW","living with a partner",4.4,"Q4",3.46666666666667,2.5,"yes","yes","no","no","yes","no","yes","yes","no","yes","yes","no","yes","no","yes","yes","no","yes","yes","yes"
"Female",38,3,"$30,001 to $60,000","30-60k","labourer","SA","married",4.9,"Q4",4,3.83333333333333,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",44,2,"Less than $30,000","<30k","tradesperson","NSW","married",4,"Q3",3.66666666666667,3.7,"yes","no","no","yes","yes","no","no","yes","yes","no","no","no","yes","yes","no","no","no","no","yes","yes"
"Female",56,8,"$30,001 to $60,000","30-60k","professional","NSW","separated or divorced",4.3,"Q4",3.6,3.17241379310345,"yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","no"
"Male",37,8,"$120,001 to $150,000",">120k","small business owner","QLD","married",3.9,"Q3",3.53333333333333,2.43333333333333,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",24,7,"$60,001 to $90,000","60-90k","professional","WA","single",3.36666666666667,"Q1",2.86666666666667,2.46428571428571,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","yes","yes"
"Male",27,8,"$210,001 to $240,000",">120k","professional","VIC","living with a partner",1.2,"Q1",3.66666666666667,1.68965517241379,"yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",24,8,"more than $240,001",">120k","tradesperson","QLD","single",4.53333333333333,"Q4",4.13333333333333,3.73333333333333,"yes","yes","yes","no","yes","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","yes"
"Male",68,6,"Less than $30,000","<30k","retired","QLD","married",4.06666666666667,"Q3",4.73333333333333,3.625,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",61,3,"$30,001 to $60,000","30-60k","retired","VIC","married",4.3,"Q4",3,1.78947368421053,"yes","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","yes","no","no"
"Male",22,3,"$30,001 to $60,000","30-60k","labourer","QLD","single",3.26666666666667,"Q1",4.46666666666667,2.43333333333333,"yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no"
"Female",55,1,"$30,001 to $60,000","30-60k","small business owner","NSW","married",4.06666666666667,"Q3",3.66666666666667,4,"yes","no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","yes","yes","no","no","no","no"
"Female",62,1,"$30,001 to $60,000","30-60k","Clerical or service worker","VIC","married",3.76666666666667,"Q2",2.8,3.21739130434783,"yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",23,7,"$60,001 to $90,000","60-90k","professional","QLD","married",4.13333333333333,"Q3",3.46666666666667,3,"yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","yes","yes","yes","yes","yes"
"Male",35,1,"$30,001 to $60,000","30-60k","tradesperson","NSW","married",4.2,"Q3",3.26666666666667,2.9,"yes","no","no","yes","yes","no","yes","no","no","yes","no","yes","yes","no","no","yes","no","no","no","yes"
"Female",65,1,"Less than $30,000","<30k","retired","QLD","married",4.03333333333333,"Q3",3.2,2.48,"yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes"
"Female",44,4,"$30,001 to $60,000","30-60k","manager or administrator","SA","separated or divorced",3.93333333333333,"Q3",3.66666666666667,3.31034482758621,"yes","no","no","no","no","yes","yes","yes","no","yes","no","yes","no","no","no","yes","no","no","no","yes"
"Male",56,8,"$90,001 to $120,000","90-120k","small business owner","NSW","married",3.36666666666667,"Q1",3.6,2.85714285714286,"no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",39,4,"$90,001 to $120,000","90-120k","Clerical or service worker","QLD","married",4.4,"Q4",3.06666666666667,4.09090909090909,"yes","yes","no","no","yes","no","yes","no","yes","yes","no","no","yes","yes","no","yes","yes","yes","yes","yes"
"Male",56,8,"$60,001 to $90,000","60-90k","manager or administrator","QLD","separated or divorced",4.5,"Q4",3.86666666666667,4.64285714285714,"yes","yes","no","no","no","no","no","yes","no","no","yes","yes","yes","yes","no","yes","no","yes","no","yes"
"Female",37,6,"Less than $30,000","<30k","home-duties","NSW","married",3.86666666666667,"Q3",3.4,3.85714285714286,"no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Female",57,3,"Less than $30,000","<30k","home-duties","WA","married",4.7,"Q4",4.73333333333333,3.56666666666667,"no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",23,7,"Less than $30,000","<30k","sales","QLD","single",3.06666666666667,"Q1",3.46666666666667,2.6,"no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",53,2,"$60,001 to $90,000","60-90k","sales","SA","married",3.86666666666667,"Q3",3.86666666666667,2.78571428571429,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",35,7,"$60,001 to $90,000","60-90k","professional","ACT","married",3.83333333333333,"Q3",3.66666666666667,2.28571428571429,"yes","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",61,3,"Less than $30,000","<30k","retired","NSW","married",2.9,"Q1",3.66666666666667,2.95,"yes","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","yes"
"Female",48,4,"$90,001 to $120,000","90-120k","professional","QLD","married",4.46666666666667,"Q4",4.33333333333333,2.83333333333333,"yes","no","no","yes","yes","no","yes","no","no","yes","no","no","yes","yes","no","yes","no","yes","no","yes"
"Female",58,8,"$60,001 to $90,000","60-90k","professional","VIC","married",4.23333333333333,"Q4",3.26666666666667,3.33333333333333,"yes","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","yes"
"Male",27,8,"$30,001 to $60,000","30-60k","unemployed","NSW","single",3.46666666666667,"Q2",2.93333333333333,2.74074074074074,"yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no"
"Female",67,4,"$60,001 to $90,000","60-90k","retired","VIC","married",4.23333333333333,"Q4",4.26666666666667,3.13793103448276,"yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","yes","yes","no"
"Male",45,3,"$60,001 to $90,000","60-90k","manager or administrator","NSW","married",5,"Q4",2.86666666666667,4.7,"no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no"
"Male",41,2,"$60,001 to $90,000","60-90k","professional","NSW","married",3.73333333333333,"Q2",3.06666666666667,NA,"yes","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",41,2,"$90,001 to $120,000","90-120k","labourer","QLD","married",2.46666666666667,"Q1",3.13333333333333,2.09090909090909,"yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Female",61,4,"$30,001 to $60,000","30-60k","Clerical or service worker","NSW","married",4.4,"Q4",4.26666666666667,4.36363636363636,"no","no","no","yes","yes","no","yes","yes","no","no","no","yes","yes","no","no","yes","no","yes","yes","no"
"Female",63,1,"Less than $30,000","<30k","home-duties","NSW","married",3.7,"Q2",3.8,3.22222222222222,"yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no"
"Female",43,4,NA,NA,"Clerical or service worker","NSW","married",3.93333333333333,"Q3",4.33333333333333,2.76923076923077,"yes","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","yes"
"Female",67,2,"Less than $30,000","<30k",NA,"NSW","separated or divorced",3.66666666666667,"Q2",3.46666666666667,2.3,"yes","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",55,2,"$30,001 to $60,000","30-60k","manager or administrator","NSW","married",4.03333333333333,"Q3",3.86666666666667,3.94736842105263,"yes","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","yes"
"Male",23,7,"$150,001 to $180,000",">120k","manager or administrator","VIC","single",1.93333333333333,"Q1",2.73333333333333,1.53571428571429,"no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","yes"
"Female",42,7,NA,NA,"professional","NSW","living with a partner",3.53333333333333,"Q2",4.86666666666667,2.59259259259259,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"Female",61,1,"$30,001 to $60,000","30-60k","Clerical or service worker","QLD","widowed",3.6,"Q2",3.2,2.1,"yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","yes","no","no","no"
"Male",38,7,"$120,001 to $150,000",">120k","professional","SA","married",2.93333333333333,"Q1",3.26666666666667,1.86666666666667,"no","no","no","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","yes","yes"
"Male",24,7,"$60,001 to $90,000","60-90k","sales","NSW","living with a partner",3.46666666666667,"Q2",3.73333333333333,3.57894736842105,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes"
"Male",51,7,"$90,001 to $120,000","90-120k","professional","QLD","married",3.13333333333333,"Q1",3.13333333333333,2.31034482758621,"yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","yes","yes","no","yes"
"Female",38,7,"$120,001 to $150,000",">120k","Clerical or service worker","VIC","living with a partner",3.86666666666667,"Q3",3.06666666666667,2.92857142857143,"yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes"
"Male",37,8,"$60,001 to $90,000","60-90k","professional","QLD","married",3.3,"Q1",3.4,2.73076923076923,"yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","yes"
"Female",24,4,"Less than $30,000","<30k","unemployed","NSW","married",3.03333333333333,"Q1",3.73333333333333,2.36363636363636,"yes","yes","no","yes","yes","no","yes","no","no","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","yes"
"Female",46,1,"$90,001 to $120,000","90-120k","home-duties","VIC","married",4.3,"Q4",4.13333333333333,3.28571428571429,"yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","yes","no","yes","no","no","no","yes"
"Male",27,6,"$60,001 to $90,000","60-90k","labourer","QLD","married",4.1,"Q3",3.6,2.65384615384615,"yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no"
"Female",35,1,"Less than $30,000","<30k","small business owner","VIC","living with a partner",3.56666666666667,"Q2",3.66666666666667,2.82142857142857,"yes","yes","no","yes","yes","no","yes","yes","no","no","yes","no","yes","no","yes","no","no","no","no","yes"
"Male",50,6,"$60,001 to $90,000","60-90k","tradesperson","NSW","married",2.93333333333333,"Q1",2.93333333333333,1.88,"yes","no","yes","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Female",37,6,"Less than $30,000","<30k","home-duties","QLD","single",4.36666666666667,"Q4",4,NA,"yes","no","yes","yes","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Female",36,7,"$60,001 to $90,000","60-90k","Clerical or service worker","VIC","married",3.73333333333333,"Q2",3.53333333333333,2.41379310344828,"yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","yes","no","yes","yes","yes"
"Male",38,8,"$120,001 to $150,000",">120k","manager or administrator","NSW","living with a partner",3.66666666666667,"Q2",4.66666666666667,2.64,"yes","yes","no","no","no","no","yes","no","no","yes","no","yes","yes","yes","no","no","no","no","yes","yes"
"Male",30,8,"$30,001 to $60,000","30-60k","professional","NSW","married",2.66666666666667,"Q1",3.8,2.40740740740741,"no","no","yes","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","yes","no","yes"
"Female",31,3,"$30,001 to $60,000","30-60k","home-duties","QLD","married",4.4,"Q4",3.2,3.75,"yes","no","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","no"
"Female",55,1,"Less than $30,000","<30k","sales","WA","separated or divorced",3.86666666666667,"Q3",4,2.43333333333333,"yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes"
"Male",46,3,"$90,001 to $120,000","90-120k","manager or administrator","QLD","living with a partner",4.2,"Q3",4,3.46428571428571,"no","no","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no","yes","no","no","yes","yes"
"Female",22,7,"Less than $30,000","<30k","professional","VIC","single",3.96666666666667,"Q3",4.06666666666667,4.44,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Male",26,8,"$120,001 to $150,000",">120k","professional","NSW","single",3.43333333333333,"Q2",3.8,2.55555555555556,"yes","no","no","yes","yes","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","yes","no"
"Female",42,4,"Less than $30,000","<30k","home-duties","NSW","separated or divorced",4.16666666666667,"Q3",3,2.2,"yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","yes"
"Male",58,2,"$30,001 to $60,000","30-60k","manager or administrator","NSW","single",3.13333333333333,"Q1",4.26666666666667,1.9375,"yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",24,7,"$150,001 to $180,000",">120k","manager or administrator","NSW","single",4.56666666666667,"Q4",3.06666666666667,4.26666666666667,"yes","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no"
"Female",63,1,"Less than $30,000","<30k","home-duties","QLD","separated or divorced",2.93333333333333,"Q1",3.2,2.63636363636364,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",42,1,NA,NA,"tradesperson","VIC","married",4,"Q3",3.4,2.80769230769231,"yes","no","no","yes","no","yes","yes","no","no","yes","yes","no","no","no","yes","no","no","no","no","yes"
"Female",59,2,"$30,001 to $60,000","30-60k","Clerical or service worker","NSW","separated or divorced",4.5,"Q4",2.33333333333333,2.3,"no","no","no","yes","no","no","yes","no","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes"
"Male",45,6,"$90,001 to $120,000","90-120k","manager or administrator","NSW","married",3.83333333333333,"Q3",4,3,"yes","no","yes","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","yes"
"Female",62,4,NA,NA,"Clerical or service worker","NSW","married",3.13333333333333,"Q1",3.53333333333333,2.5,"yes","yes","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes"
"Male",26,6,"$60,001 to $90,000","60-90k","manager or administrator","VIC","single",4.1,"Q3",3.86666666666667,2.89655172413793,"yes","no","yes","yes","yes","no","yes","yes","no","yes","no","yes","yes","yes","no","no","no","yes","yes","yes"
"Female",24,8,NA,NA,NA,"VIC","single",4,"Q3",3.86666666666667,2.36363636363636,"yes","no","no","yes","yes","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","no","yes","yes"
"Female",58,8,"$150,001 to $180,000",">120k","manager or administrator","VIC","married",4.2,"Q3",4.2,3.72222222222222,"yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Male",72,1,"Less than $30,000","<30k","sales","ACT","widowed",3.03333333333333,"Q1",2.86666666666667,3.66666666666667,"no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","yes"
"Male",30,7,"$60,001 to $90,000","60-90k","professional","VIC","married",3.36666666666667,"Q1",2.86666666666667,1.96666666666667,"yes","yes","yes","yes","no","no","yes","no","no","yes","yes","no","yes","no","yes","no","no","no","no","no"
"Female",60,7,"$60,001 to $90,000","60-90k","home-duties","SA","married",4.2,"Q3",4.46666666666667,3,"no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no"
"Female",47,4,"$60,001 to $90,000","60-90k","manager or administrator","NSW","married",4.5,"Q4",3.66666666666667,3.66666666666667,"yes","no","no","yes","yes","no","yes","yes","no","yes","yes","no","no","no","no","no","no","yes","no","yes"
"Female",56,6,"Less than $30,000","<30k","unemployed","QLD","widowed",3.53333333333333,"Q2",2.8,4.25,"yes","no","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","yes","yes","no","no","no","yes"
"Female",32,1,"Less than $30,000","<30k","home-duties","SA","married",4.93333333333333,"Q4",4.2,4.03571428571429,"yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","yes","yes","yes","yes","yes","yes","yes"
"Female",29,7,"$60,001 to $90,000","60-90k","professional","WA","separated or divorced",4.33333333333333,"Q4",3.8,1.83333333333333,"yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","yes","yes"
"Female",28,7,"$60,001 to $90,000","60-90k","Clerical or service worker","NSW","married",4.23333333333333,"Q4",4.2,3.33333333333333,"yes","yes","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","yes","yes","yes"
"Female",32,3,"$30,001 to $60,000","30-60k","home-duties","QLD","married",4.1,"Q3",3.33333333333333,3.875,"yes","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no"
"Male",40,2,"$90,001 to $120,000","90-120k","manager or administrator","VIC","living with a partner",3.53333333333333,"Q2",4.26666666666667,2.10714285714286,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","yes"
"Female",23,7,"$30,001 to $60,000","30-60k","unemployed","NSW","single",3.36666666666667,"Q1",3.73333333333333,2.6,"yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","yes","no","yes","no","no","yes","yes","yes"
"Male",57,7,"$60,001 to $90,000","60-90k","manager or administrator","QLD","living with a partner",4.23333333333333,"Q4",4,3.05263157894737,"yes","yes","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","yes"
"Female",37,6,"$60,001 to $90,000","60-90k","Clerical or service worker","VIC","married",3.53333333333333,"Q2",3.4,2.51724137931034,"yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no"
"Male",39,7,"$90,001 to $120,000","90-120k","professional","NSW","married",5,"Q4",3.33333333333333,3.37931034482759,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no"
"Female",57,7,"$30,001 to $60,000","30-60k","small business owner","WA","married",4.23333333333333,"Q4",3.6,2.25,"yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","yes","no","yes","no","yes","no","yes"
"Male",35,4,"$30,001 to $60,000","30-60k","manager or administrator","SA","single",4.23333333333333,"Q4",3.4,2.73076923076923,"yes","no","no","yes","no","no","yes","no","yes","no","yes","no","no","yes","no","no","yes","yes","no","yes"
"Male",70,3,"Less than $30,000","<30k","retired","QLD","married",3.5,"Q2",3.86666666666667,2.44827586206897,"yes","no","no","no","yes","no","no","yes","no","no","no","no","yes","yes","yes","yes","no","yes","no","yes"
"Male",21,6,"$60,001 to $90,000","60-90k","sales","QLD","single",4.53333333333333,"Q4",3.6,4,"yes","no","yes","yes","yes","yes","no","no","no","yes","no","no","yes","no","yes","yes","no","no","yes","yes"
"Female",30,7,"$90,001 to $120,000","90-120k","sales","NSW","single",4.4,"Q4",3.53333333333333,2.82758620689655,"yes","no","no","yes","yes","yes","yes","no","no","yes","no","no","yes","no","no","yes","no","yes","yes","yes"
"Female",46,2,"$30,001 to $60,000","30-60k","professional","NSW","married",4.5,"Q4",3.66666666666667,4.52941176470588,"yes","no","yes","yes","no","no","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","no","yes"
"Female",61,2,"$90,001 to $120,000","90-120k","professional","QLD","separated or divorced",4.4,"Q4",4.26666666666667,2.93103448275862,"yes","no","no","no","no","no","yes","yes","no","yes","no","no","yes","yes","no","yes","no","no","yes","no"
"Female",35,6,"$30,001 to $60,000","30-60k","manager or administrator","QLD","single",4.36666666666667,"Q4",4.53333333333333,3,"yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no"
"Male",43,3,"$60,001 to $90,000","60-90k","professional","QLD","married",3.3,"Q1",3.8,2.33333333333333,"yes","no","yes","no","yes","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","yes"
"Female",57,2,"Less than $30,000","<30k","retired","NSW","separated or divorced",3.96666666666667,"Q3",3.53333333333333,2.91666666666667,"yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes"
"Male",25,8,"$60,001 to $90,000","60-90k","professional","ACT","single",3.03333333333333,"Q1",2.53333333333333,3.13636363636364,"yes","no","no","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no"
"Male",21,7,"$30,001 to $60,000","30-60k","professional","VIC","single",3.6,"Q2",3.46666666666667,2.61538461538462,"yes","no","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","yes","no","no","no","no"
"Male",46,2,"$30,001 to $60,000","30-60k","transport worker","QLD","single",4.03333333333333,"Q3",4.4,3.3448275862069,"yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","yes"
"Male",59,8,"$90,001 to $120,000","90-120k","professional","VIC","married",4.43333333333333,"Q4",2.86666666666667,3.8,"yes","no","no","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no","yes","no","no","yes"
"Female",56,NA,"$30,001 to $60,000","30-60k",NA,"QLD","married",4.5,"Q4",4,3.06666666666667,"yes","no","no","yes","yes","no","yes","no","yes","yes","no","no","no","yes","yes","yes","yes","yes","no","yes"
"Male",73,2,"Less than $30,000","<30k","retired","WA","married",3.56666666666667,"Q2",3.53333333333333,3.16666666666667,"yes","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","yes","no","no","yes","yes"
"Female",37,3,"$30,001 to $60,000","30-60k","retired","SA","living with a partner",3.4,"Q2",4.06666666666667,3.23809523809524,"yes","yes","no","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","yes"
"Male",37,8,"$60,001 to $90,000","60-90k","professional","WA","living with a partner",2.76666666666667,"Q1",4,3.3125,"yes","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes"
"Female",58,3,"Less than $30,000","<30k","Clerical or service worker","NSW","married",3.4,"Q2",3.93333333333333,3.04166666666667,"yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","yes","no","yes"
"Female",28,7,NA,NA,"sales","VIC","living with a partner",3.8,"Q2",4.4,3.71428571428571,"no","no","yes","yes","no","no","yes","no","yes","yes","no","yes","yes","no","no","yes","no","no","no","yes"
"Male",30,4,"$120,001 to $150,000",">120k","manager or administrator","NSW","married",4.33333333333333,"Q4",4.26666666666667,3.72727272727273,"yes","yes","yes","yes","no","no","yes","no","no","yes","no","no","yes","no","no","yes","no","yes","yes","yes"
"Male",61,7,"$90,001 to $120,000","90-120k","professional","WA","married",3.16666666666667,"Q1",4.73333333333333,3.27272727272727,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no"
"Female",29,7,"$30,001 to $60,000","30-60k",NA,"WA","married",3.63333333333333,"Q2",3.8,2.62962962962963,"yes","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","yes","yes","no","yes","no","no"
"Female",26,3,"Less than $30,000","<30k","small business owner","WA","single",4.23333333333333,"Q4",3.46666666666667,4.23529411764706,"yes","yes","yes","yes","yes","no","yes","no","no","yes","yes","yes","yes","yes","no","no","yes","yes","yes","yes"
"Female",56,7,NA,NA,NA,"NSW","married",4.43333333333333,"Q4",3.13333333333333,3.54166666666667,"yes","no","no","no","yes","no","no","no","no","yes","no","no","yes","yes","no","no","yes","no","yes","yes"
"Female",38,2,"Less than $30,000","<30k",NA,"VIC","widowed",4.93333333333333,"Q4",3.13333333333333,4.55555555555556,"yes","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes"
"Male",36,3,"$30,001 to $60,000","30-60k","professional","VIC","single",3.6,"Q2",2.66666666666667,2.88,"yes","no","no","yes","yes","no","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","yes"
"Female",64,1,"$60,001 to $90,000","60-90k","home-duties","NSW","married",4.23333333333333,"Q4",3.4,4.2,"yes","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes"
"Female",62,1,NA,NA,"retired","VIC","married",2.7,"Q1",2.6,2.2,"yes","no","no","yes","no","yes","yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","yes"
